name,Tier,Text,generation_type,required_level,Spawn_weights
of the Dove,1/3,(15-17)% increased Attack Speed during Effect,suffix,82,default
of the Albatross,3/3,(9-11)% increased Cast Speed during Effect,suffix,12,default
of the Hummingbird,2/3,(12-14)% increased Cast Speed during Effect,suffix,62,default
of the Horsefly,1/3,(15-17)% increased Cast Speed during Effect,suffix,82,default
of the Monkey,3/3,(15-25)% increased Accuracy Rating during Effect,suffix,12,"utility_flask, default"
of the Raccoon,2/3,(26-35)% increased Accuracy Rating during Effect,suffix,42,"utility_flask, default"
of the Crow,1/3,(35-45)% increased Accuracy Rating during Effect,suffix,72,"utility_flask, default"
of Stinging,5/5,(26-31)% increased Critical Strike Chance during Effect,suffix,18,"utility_flask, default"
of Piercing,4/5,(32-37)% increased Critical Strike Chance during Effect,suffix,34,"utility_flask, default"
of Rupturing,3/5,(38-43)% increased Critical Strike Chance during Effect,suffix,50,"utility_flask, default"
of Penetrating,2/5,(44-49)% increased Critical Strike Chance during Effect,suffix,66,"utility_flask, default"
of Incision,1/5,(50-55)% increased Critical Strike Chance during Effect,suffix,82,"utility_flask, default"
of Foisting,4/4,"(19-22)% chance to Freeze, Shock and Ignite during Effect",suffix,12,"utility_flask, default"
of Imposing,3/4,"(23-26)% chance to Freeze, Shock and Ignite during Effect",suffix,32,"utility_flask, default"
of Wreaking,2/4,"(27-30)% chance to Freeze, Shock and Ignite during Effect",suffix,52,"utility_flask, default"
of Infliction,1/4,"(31-34)% chance to Freeze, Shock and Ignite during Effect",suffix,72,"utility_flask, default"
of Composure,5/5,(31-35)% Chance to Avoid being Stunned during Effect,suffix,12,"utility_flask, default"
of Surefootedness,4/5,(36-40)% Chance to Avoid being Stunned during Effect,suffix,29,"utility_flask, default"
of Persistence,3/5,(41-45)% Chance to Avoid being Stunned during Effect,suffix,46,"utility_flask, default"
of Relentlessness,2/5,(46-50)% Chance to Avoid being Stunned during Effect,suffix,63,"utility_flask, default"
of Tenaciousness,1/5,(51-55)% Chance to Avoid being Stunned during Effect,suffix,80,"utility_flask, default"
of the Pupil,5/5,(14-11)% reduced Mana Cost of Skills during Effect,suffix,12,default
of the Initiate,4/5,(18-15)% reduced Mana Cost of Skills during Effect,suffix,29,default
of the Mage,3/5,(21-19)% reduced Mana Cost of Skills during Effect,suffix,46,default
of the Arcanist,2/5,(25-22)% reduced Mana Cost of Skills during Effect,suffix,63,default
of the Sorcerer,1/5,(29-26)% reduced Mana Cost of Skills during Effect,suffix,80,default
of the Rabbit,5/5,(41-36)% reduced Effect of Chill on you during Effect<br>(41-36)% reduced Freeze Duration on you during Effect,suffix,4,"utility_flask, default"
of the Cat,4/5,(47-42)% reduced Effect of Chill on you during Effect<br>(47-42)% reduced Freeze Duration on you during Effect,suffix,23,"utility_flask, default"
of the Fox,3/5,(52-48)% reduced Effect of Chill on you during Effect<br>(52-48)% reduced Freeze Duration on you during Effect,suffix,42,"utility_flask, default"
of the Sable,2/5,(59-52)% reduced Effect of Chill on you during Effect<br>(59-52)% reduced Freeze Duration on you during Effect,suffix,61,"utility_flask, default"
of the Bear,1/5,(65-60)% reduced Effect of Chill on you during Effect<br>(65-60)% reduced Freeze Duration on you during Effect,suffix,80,"utility_flask, default"
of the Plover,5/5,(41-36)% reduced Effect of Shock on you during Effect,suffix,6,"utility_flask, default"
of the Sandpiper,4/5,(47-42)% reduced Effect of Shock on you during Effect,suffix,25,"utility_flask, default"
of the Cormorant,3/5,(52-48)% reduced Effect of Shock on you during Effect,suffix,44,"utility_flask, default"
of the Sanderling,2/5,(59-52)% reduced Effect of Shock on you during Effect,suffix,63,"utility_flask, default"
of the Heron,1/5,(65-60)% reduced Effect of Shock on you during Effect,suffix,82,"utility_flask, default"
of the Petrel,5/5,(41-36)% reduced Effect of Curses on you during Effect,suffix,8,"utility_flask, default"
of the Mockingbird,4/5,(47-42)% reduced Effect of Curses on you during Effect,suffix,27,"utility_flask, default"
of the Curlew,3/5,(52-48)% reduced Effect of Curses on you during Effect,suffix,46,"utility_flask, default"
of the Kakapo,2/5,(59-52)% reduced Effect of Curses on you during Effect,suffix,65,"utility_flask, default"
of the Owl,1/5,(65-60)% reduced Effect of Curses on you during Effect,suffix,84,"utility_flask, default"
of the Orca,5/5,(31-35)% chance to Avoid being Chilled during Effect<br>(31-35)% chance to Avoid being Frozen during Effect,suffix,4,"utility_flask, default"
of the Sea Lion,4/5,(36-40)% chance to Avoid being Chilled during Effect<br>(36-40)% chance to Avoid being Frozen during Effect,suffix,23,"utility_flask, default"
of the Narwhal,3/5,(41-45)% chance to Avoid being Chilled during Effect<br>(41-45)% chance to Avoid being Frozen during Effect,suffix,42,"utility_flask, default"
of the Beluga,2/5,(46-50)% chance to Avoid being Chilled during Effect<br>(46-50)% chance to Avoid being Frozen during Effect,suffix,61,"utility_flask, default"
of the Seal,1/5,(51-55)% chance to Avoid being Chilled during Effect<br>(51-55)% chance to Avoid being Frozen during Effect,suffix,80,"utility_flask, default"
of the Guppy,5/5,(31-35)% chance to Avoid being Ignited during Effect,suffix,6,"utility_flask, default"
of the Goldfish,4/5,(36-40)% chance to Avoid being Ignited during Effect,suffix,25,"utility_flask, default"
of the Carp,3/5,(41-45)% chance to Avoid being Ignited during Effect,suffix,44,"utility_flask, default"
of the Catfish,2/5,(46-50)% chance to Avoid being Ignited during Effect,suffix,63,"utility_flask, default"
of the Sunfish,1/5,(51-55)% chance to Avoid being Ignited during Effect,suffix,82,"utility_flask, default"
of Tree Moss,5/5,(31-35)% chance to Avoid being Shocked during Effect,suffix,6,"utility_flask, default"
of Turf Moss,4/5,(36-40)% chance to Avoid being Shocked during Effect,suffix,25,"utility_flask, default"
of Tooth Moss,3/5,(41-45)% chance to Avoid being Shocked during Effect,suffix,44,"utility_flask, default"
of Plume Moss,2/5,(46-50)% chance to Avoid being Shocked during Effect,suffix,63,"utility_flask, default"
of Bog Moss,1/5,(51-55)% chance to Avoid being Shocked during Effect,suffix,82,"utility_flask, default"
Paragon's,3/4,+1 to Level of Socketed Gems,prefix,50,"attack_staff, attack_dagger, staff, wand, dagger, sceptre, weapon, default"
Exemplary,4/4,+1 to Level of Socketed Gems,prefix,2,"unset_ring, default"
Quintessential,2/4,+2 to Level of Socketed Gems,prefix,50,"unset_ring, default"
Flawless,1/4,+3 to Level of Socketed Gems,prefix,76,"unset_ring, default"
Magister's,2/3,+1 to Level of all Spell Skill Gems,prefix,55,"attack_dagger, wand, sceptre, dagger, default"
Magister's,3/3,+1 to Level of all Spell Skill Gems,prefix,2,"attack_staff, staff, default"
Archon's,1/3,+2 to Level of all Spell Skill Gems,prefix,55,"attack_staff, staff, default"
Flame Spinner's,3/4,+1 to Level of Socketed Fire Gems,prefix,2,"attack_staff, attack_dagger, default"
Lava Caller's,2/4,+2 to Level of Socketed Fire Gems,prefix,55,"attack_staff, attack_dagger, default"
Flame Shaper's,4/4,+1 to Level of all Fire Spell Skill Gems,prefix,2,"attack_dagger, wand, sceptre, dagger, focus, default"
Flame Shaper's,3/4,+2 to Level of all Fire Spell Skill Gems,prefix,2,"attack_staff, staff, default"
Lava Conjurer's,2/4,+3 to Level of all Fire Spell Skill Gems,prefix,35,"attack_staff, staff, default"
Magmancer's,1/4,+4 to Level of all Fire Spell Skill Gems,prefix,77,"attack_staff, staff, default"
Frost Weaver's,3/4,+1 to Level of Socketed Cold Gems,prefix,2,"attack_staff, attack_dagger, default"
Winterbringer's,2/4,+2 to Level of Socketed Cold Gems,prefix,55,"attack_staff, attack_dagger, default"
Frost Singer's,4/4,+1 to Level of all Cold Spell Skill Gems,prefix,2,"attack_dagger, wand, sceptre, dagger, focus, default"
Frost Singer's,3/4,+2 to Level of all Cold Spell Skill Gems,prefix,2,"attack_staff, staff, default"
Winter Beckoner's,2/4,+3 to Level of all Cold Spell Skill Gems,prefix,35,"attack_staff, staff, default"
Ice Shaper's,1/4,+4 to Level of all Cold Spell Skill Gems,prefix,77,"attack_staff, staff, default"
Thunder Lord's,3/4,+1 to Level of Socketed Lightning Gems,prefix,2,"attack_staff, attack_dagger, default"
Tempest King's,2/4,+2 to Level of Socketed Lightning Gems,prefix,55,"attack_staff, attack_dagger, default"
Thunderhand's,4/4,+1 to Level of all Lightning Spell Skill Gems,prefix,2,"attack_dagger, wand, sceptre, dagger, focus, default"
Thunderhand's,3/4,+2 to Level of all Lightning Spell Skill Gems,prefix,2,"attack_staff, staff, default"
Tempest Master's,2/4,+3 to Level of all Lightning Spell Skill Gems,prefix,35,"attack_staff, staff, default"
Typhoon Lord's,1/4,+4 to Level of all Lightning Spell Skill Gems,prefix,77,"attack_staff, staff, default"
Nihilist's,3/4,+1 to Level of Socketed Chaos Gems,prefix,4,"attack_staff, attack_dagger, default"
Anarchist's,2/4,+2 to Level of Socketed Chaos Gems,prefix,55,"attack_staff, attack_dagger, default"
Mad Lord's,4/4,+1 to Level of all Chaos Spell Skill Gems,prefix,2,"attack_dagger, wand, dagger, focus, default"
Mad Lord's,3/4,+2 to Level of all Chaos Spell Skill Gems,prefix,2,"attack_staff, staff, default"
Splintermind's,2/4,+3 to Level of all Chaos Spell Skill Gems,prefix,35,"attack_staff, staff, default"
Schismatist's,1/4,+4 to Level of all Chaos Spell Skill Gems,prefix,77,"attack_staff, staff, default"
Lithomancer's,4/4,+1 to Level of all Physical Spell Skill Gems,prefix,2,"attack_dagger, wand, sceptre, dagger, focus, default"
Lithomancer's,3/4,+2 to Level of all Physical Spell Skill Gems,prefix,2,"attack_staff, staff, default"
Tecton's,2/4,+3 to Level of all Physical Spell Skill Gems,prefix,35,"attack_staff, staff, default"
Stone Singer's,1/4,+4 to Level of all Physical Spell Skill Gems,prefix,77,"attack_staff, staff, default"
Competitor's,1/1,+1 to Level of Socketed Spell Gems,prefix,1,default
Combatant's,2/2,+1 to Level of Socketed Melee Gems,prefix,8,"bow, wand, focus, shield, weapon, default"
Weaponmaster's,1/2,+2 to Level of Socketed Melee Gems,prefix,63,"bow, wand, focus, shield, weapon, default"
Fletcher's,2/2,+1 to Level of Socketed Bow Gems,prefix,9,"bow, default"
Sharpshooter's,1/2,+2 to Level of Socketed Bow Gems,prefix,64,"bow, default"
Reanimator's,5/6,+1 to Level of Socketed Minion Gems,prefix,14,default
Summoner's,2/6,+2 to Level of Socketed Minion Gems,prefix,65,default
Necromancer's,1/6,+3 to Level of Socketed Minion Gems,prefix,86,default
Taskmaster's,3/3,+1 to Level of all Minion Skill Gems,prefix,14,"helmet, default"
Overseer's,1/3,+2 to Level of all Minion Skill Gems,prefix,75,"helmet, default"
of Calm,16/16,+(5-15) to Accuracy Rating,suffix,1,"weapon, default"
of Steadiness,14/16,+(16-60) to Accuracy Rating,suffix,12,"weapon, default"
of Accuracy,13/16,+(61-100) to Accuracy Rating,suffix,20,"weapon, default"
of Precision,11/16,+(101-130) to Accuracy Rating,suffix,26,"weapon, default"
of the Sniper,10/16,+(131-165) to Accuracy Rating,suffix,33,"weapon, default"
of the Marksman,8/16,+(166-200) to Accuracy Rating,suffix,41,"weapon, default"
of the Deadeye,7/16,+(201-250) to Accuracy Rating,suffix,50,"weapon, default"
of the Ranger,5/16,+(251-320) to Accuracy Rating,suffix,63,"weapon, default"
of the Assassin,3/16,+(321-360) to Accuracy Rating,suffix,80,"bow, wand, weapon, default"
of the Essence,2/16,+(361-380) to Accuracy Rating,suffix,82,default
of Steadiness,15/16,+(80-130) to Accuracy Rating,suffix,1,"weapon, default"
of Precision,12/16,+(131-215) to Accuracy Rating,suffix,20,"weapon, default"
of the Sniper,9/16,+(216-325) to Accuracy Rating,suffix,40,"weapon, default"
of the Marksman,6/16,+(326-455) to Accuracy Rating,suffix,60,"weapon, default"
of the Ranger,4/16,+(456-624) to Accuracy Rating,suffix,75,"weapon, default"
of Lioneye,1/16,+(625-780) to Accuracy Rating,suffix,85,"bow, wand, weapon, default"
Mutewind,1/1,Cannot be Frozen,prefix,1,default
of Splintering,5/5,Bow Attacks fire an additional Arrow,suffix,70,"bow, default"
of Many,1/5,Bow Attacks fire 2 additional Arrows,suffix,86,"bow, default"
of Splintering,4/5,Bow Attacks fire an additional Arrow,suffix,70,"quiver, default"
of the Essence,7/7,Minions have (13-15)% increased Movement Speed,suffix,10,default
of the Essence,6/7,Minions have (16-18)% increased Movement Speed,suffix,26,default
of the Essence,5/7,Minions have (19-21)% increased Movement Speed,suffix,42,default
of the Essence,4/7,Minions have (22-24)% increased Movement Speed,suffix,58,default
of the Essence,3/7,Minions have (25-27)% increased Movement Speed,suffix,74,default
of the Essence,1/7,Minions have (28-30)% increased Movement Speed,suffix,82,default
of the Essence,16/16,Minions have (13-15)% increased maximum Life,suffix,10,default
of the Essence,14/16,Minions have (16-18)% increased maximum Life,suffix,26,default
of the Essence,12/16,Minions have (19-21)% increased maximum Life,suffix,42,default
of the Essence,10/16,Minions have (22-24)% increased maximum Life,suffix,58,default
of the Essence,6/16,Minions have (25-27)% increased maximum Life,suffix,74,default
of the Essence,2/16,Minions have (28-30)% increased maximum Life,suffix,82,default
of the Essence,30/33,Minions deal (7-10)% increased Damage,suffix,10,default
of the Essence,26/33,Minions deal (11-14)% increased Damage,suffix,26,default
of the Essence,22/33,Minions deal (15-18)% increased Damage,suffix,42,default
of the Essence,19/33,Minions deal (19-22)% increased Damage,suffix,58,default
of the Essence,10/33,Minions deal (23-26)% increased Damage,suffix,74,default
of the Essence,4/33,Minions deal (27-30)% increased Damage,suffix,82,default
of the Essence,6/6,(13-15)% increased Minion Accuracy Rating,suffix,10,default
of the Essence,5/6,(16-18)% increased Minion Accuracy Rating,suffix,26,default
of the Essence,4/6,(19-21)% increased Minion Accuracy Rating,suffix,42,default
of the Essence,3/6,(22-24)% increased Minion Accuracy Rating,suffix,58,default
of the Essence,2/6,(25-27)% increased Minion Accuracy Rating,suffix,74,default
of the Essence,1/6,(28-30)% increased Minion Accuracy Rating,suffix,82,default
Essences,29/33,Minions deal (13-15)% increased Damage,prefix,10,default
Essences,25/33,Minions deal (16-18)% increased Damage,prefix,26,default
Essences,21/33,Minions deal (19-21)% increased Damage,prefix,42,default
Essences,18/33,Minions deal (22-24)% increased Damage,prefix,58,default
Essences,9/33,Minions deal (25-27)% increased Damage,prefix,74,default
Essences,3/33,Minions deal (28-30)% increased Damage,prefix,82,default
of the Essence,28/33,Minions deal (10-15)% increased Damage,suffix,10,default
of the Essence,24/33,Minions deal (16-21)% increased Damage,suffix,26,default
of the Essence,20/33,Minions deal (22-27)% increased Damage,suffix,42,default
of the Essence,17/33,Minions deal (28-33)% increased Damage,suffix,58,default
of the Essence,8/33,Minions deal (34-39)% increased Damage,suffix,74,default
of the Essence,2/33,Minions deal (40-45)% increased Damage,suffix,82,default
of Refilling,6/6,(5-10)% increased Flask Charges gained,suffix,2,"belt, default"
of Restocking,5/6,(11-16)% increased Flask Charges gained,suffix,16,"belt, default"
of Replenishing,4/6,(17-22)% increased Flask Charges gained,suffix,32,"belt, default"
of Pouring,3/6,(23-28)% increased Flask Charges gained,suffix,48,"belt, default"
of Brimming,2/6,(29-34)% increased Flask Charges gained,suffix,70,"belt, default"
of Overflowing,1/6,(35-40)% increased Flask Charges gained,suffix,84,"belt, default"
Distilling,7/7,Flasks applied to you have (4-6)% increased Effect,prefix,45,"belt, default"
Condensing,6/7,Flasks applied to you have (7-9)% increased Effect,prefix,65,"belt, default"
Magnifying,1/7,Flasks applied to you have (10-12)% increased Effect,prefix,85,"belt, default"
of Sipping,1/1,(20-10)% reduced Flask Charges used,suffix,3,"belt, default"
of Sipping,5/6,(4-9)% increased Flask Effect Duration,suffix,8,"belt, default"
of Tasting,4/6,(10-15)% increased Flask Effect Duration,suffix,34,"belt, default"
of Savouring,3/6,(16-21)% increased Flask Effect Duration,suffix,50,"belt, default"
of Relishing,2/6,(22-27)% increased Flask Effect Duration,suffix,66,"belt, default"
of Reveling,1/6,(28-33)% increased Flask Effect Duration,suffix,82,"belt, default"
Restoring,12/13,(5-10)% increased Flask Life Recovery rate,prefix,5,"belt, default"
